plot,plot_section,plot_section_label,month,month_order,survey_date,observation_source,genet,tag,genotype,species,plot_area_m2,taglab_area_units,area,area_m2,present,snapshot_object_id,n_duplicate_observations
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,11,NA,NA,Montastraea cavernosa,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__11,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,110,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__110,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,111,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__111,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,112,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__112,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,113,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__113,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,114,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__114,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,115,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__115,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,116,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__116,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,117,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__117,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,118,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__118,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,119,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__119,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,12,NA,NA,Montastraea cavernosa,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__12,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,120,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__120,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,121,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__121,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,122,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__122,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,123,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__123,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,124,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__124,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,125,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__125,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,126,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__126,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,127,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__127,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,128,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__128,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,129,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__129,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,13,NA,NA,Montastraea cavernosa,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__13,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,130,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__130,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,131,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__131,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,132,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__132,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,133,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__133,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,134,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__134,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,135,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__135,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,136,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__136,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,137,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__137,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,138,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__138,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,139,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__139,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,14,NA,NA,Montastraea cavernosa,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__14,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,140,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__140,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,141,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__141,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,142,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__142,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,143,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__143,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,144,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__144,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,145,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__145,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,146,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__146,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,147,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__147,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,148,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__148,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,149,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__149,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,15,NA,NA,Montastraea cavernosa,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__15,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,150,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__150,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,151,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__151,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,152,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__152,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,153,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__153,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,154,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__154,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,155,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__155,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,156,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__156,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,157,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__157,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,158,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__158,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,159,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__159,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,16,NA,NA,Montastraea cavernosa,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__16,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,160,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__160,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,161,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__161,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,162,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__162,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,163,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__163,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,164,NA,NA,Orbicella franksi,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__164,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,166,NA,NA,Orbicella annularis,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__166,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,167,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__167,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,168,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__168,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,169,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__169,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,17,NA,NA,Montastraea cavernosa,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__17,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,170,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__170,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,171,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__171,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,172,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__172,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,173,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__173,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,174,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__174,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,175,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__175,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,176,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__176,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,177,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__177,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,178,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__178,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,179,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__179,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,18,NA,NA,Montastraea cavernosa,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__18,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,180,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__180,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,181,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__181,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,182,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__182,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,183,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__183,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,184,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__184,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,185,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__185,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,186,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__186,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,187,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__187,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,188,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__188,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,189,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__189,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,19,NA,NA,Montastraea cavernosa,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__19,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,190,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__190,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,191,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__191,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,192,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__192,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,193,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__193,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,194,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__194,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,195,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__195,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,196,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__196,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,197,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__197,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,198,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__198,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,199,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__199,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,2,NA,NA,Orbicella annularis,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__2,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,20,NA,NA,Montastraea cavernosa,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__20,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,200,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__200,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,201,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__201,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,202,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__202,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,203,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__203,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,204,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__204,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,205,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__205,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,206,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__206,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,207,NA,NA,Unidentified coral,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__207,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,208,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__208,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,209,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__209,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,21,NA,NA,Montastraea cavernosa,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__21,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,210,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__210,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,211,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__211,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,212,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__212,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,213,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__213,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,214,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__214,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,215,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__215,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,216,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__216,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,217,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__217,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,218,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__218,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,219,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__219,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,22,NA,NA,Orbicella annularis,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__22,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,220,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__220,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,221,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__221,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,222,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__222,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,223,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__223,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,224,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__224,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,225,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__225,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,226,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__226,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,227,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__227,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,228,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__228,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,229,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__229,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,23,NA,NA,Montastraea cavernosa,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__23,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,230,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__230,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,231,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__231,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,232,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__232,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,233,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__233,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,234,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__234,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,235,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__235,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,236,NA,NA,Porites porites,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__236,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,237,NA,NA,Orbicella faveolata,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__237,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,238,NA,NA,Orbicella faveolata,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__238,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,239,NA,NA,Orbicella faveolata,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__239,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,24,NA,NA,Montastraea cavernosa,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__24,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,240,NA,NA,Orbicella faveolata,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__240,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,241,NA,NA,Orbicella faveolata,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__241,1
Plot C,0-0,Plot C 0-0,November,1,2025-11-03,baseline_start,242,NA,NA,Orbicella faveolata,480,cm2,0,0,FALSE,Plot C 0-0__1__baseline_start__242,1
