plot,plot_section,plot_section_label,interval_order,month_start,month_end,genet,tag,genotype,species,month_start_date,month_end_date,source_files,match_types,actions,split_fuse_events,n_rows,plot_area_m2,taglab_area_units,area_start,area_end,area_start_m2,area_end_m2,present_start,present_end,survived_interval,died_interval,born_interval
Plot C,0-0,Plot C 0-0,1,November,April,114,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,5.9225,0,5.9225e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,115,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,4.37,0,4.37e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,116,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,5.0375,0,5.0375e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,117,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,5.345,0,5.344999999999999e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,118,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,9.5475,0,9.5475e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,119,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,4.4175,0,4.4175000000000003e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,12,NA,NA,Montastraea cavernosa,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,5.2575,0,5.257500000000001e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,120,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,4.2175,0,4.2175000000000003e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,121,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,3.9,0,3.9e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,122,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,5.67,0,5.67e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,123,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,5.305,0,5.304999999999999e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,124,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,3.2325,0,3.2324999999999997e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,125,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,2.99,0,2.99e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,126,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,3.275,0,3.275e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,127,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,7.105,0,7.105000000000001e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,128,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,3.6275,0,3.6275e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,129,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,2.665,0,2.665e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,13,NA,NA,Montastraea cavernosa,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,4.195,0,4.195e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,130,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,5.7275,0,5.7275e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,131,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,2.3025,0,2.3025e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,132,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,4.9575,0,4.9575e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,133,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,5.93,0,5.93e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,134,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,4.0425,0,4.0425000000000004e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,135,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,2.325,0,2.325e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,136,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,3.28,0,3.28e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,137,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,3.9975,0,3.9975e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,138,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,2.9,0,2.9e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,139,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,5.5275,0,5.5275e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,14,NA,NA,Montastraea cavernosa,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,3.9175,0,3.9175e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,140,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,4.2625,0,4.2625000000000003e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,141,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,6.8625,0,6.8625e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,142,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,8.6675,0,8.6675e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,143,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,4.19,0,4.1900000000000005e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,144,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,4.8525,0,4.8525e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,145,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,7.8225,0,7.8225e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,146,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,1.39,0,1.39e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,147,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,6.165,0,6.165e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,148,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,5.31,0,5.31e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,149,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,6.915,0,6.915000000000001e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,15,NA,NA,Montastraea cavernosa,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,4.035,0,4.035e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,150,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,3.7125,0,3.7125e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,151,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,10.1675,0,0.00101675,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,152,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,2.99,0,2.99e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,153,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,8.835,0,8.835000000000001e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,154,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,8.5075,0,8.5075e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,155,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,4.8825,0,4.8825e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,156,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,6.855,0,6.855e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,157,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,8.215,0,8.215e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,158,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,6.2175,0,6.2175e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,159,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,10.315,0,0.0010314999999999999,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,16,NA,NA,Montastraea cavernosa,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,1.9025,0,1.9025000000000002e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,160,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,5.425,0,5.425e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,161,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,4.055,0,4.055e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,162,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,4.235,0,4.2350000000000005e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,163,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,2.875,0,2.875e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,164,NA,NA,Orbicella franksi,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,1.7325,0,1.7324999999999998e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,166,NA,NA,Orbicella annularis,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,19,480,cm2,0,148.6225,0,0.01486225,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,167,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,1.6575,0,1.6575e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,168,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,3.2475,0,3.2475e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,169,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,2.5275,0,2.5275e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,17,NA,NA,Montastraea cavernosa,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,3.7775,0,3.7775e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,170,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,1.61,0,1.61e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,171,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,0.9975,0,9.975e-5,FALSE,TRUE,FALSE,FALSE,TRUE
Plot C,0-0,Plot C 0-0,1,November,April,172,NA,NA,Porites porites,2025-11-03,2026-04-03,Plot_C_Coki_PlotC_Survivorship_20251103_0-0-Coki_PlotC_Survivorship_20260403_0-0.csv,0-0,born,none,1,480,cm2,0,0.5425,0,5.425e-5,FALSE,TRUE,FALSE,FALSE,TRUE
